uri,idf
spotify:track:00r6dtnHaNDfJcI32K1kE5,3.0
spotify:track:00t7QTffOR3SA3L1BvSQVq,2.6989700043360187
spotify:track:00uC6m7Wcj1VNPBbb3Pv0m,3.0
spotify:track:00vTJASFfI6ajIGruaIYHq,3.0
spotify:track:00wx4uDQOlYl9dphJXCWcB,3.0
spotify:track:00xKDSwfQXmHiarda9PgID,3.0
spotify:track:00xR9dHhuaNznqB4FSzOlr,2.5228787452803374
spotify:track:00z8GIRxmDfvWL7qmW2crD,3.0
spotify:track:00zqTWtvCWvDtAqoLRl6Sy,3.0
spotify:track:012uyMtGVVO8jaDDF07zLb,3.0
spotify:track:014J7jX1wSv0manSdRnveo,2.6989700043360187
spotify:track:014MeaAd6PXgb9EvT6EXO9,3.0
spotify:track:015A6ZcNAWSSuwY7iDcD1b,3.0
spotify:track:015IsLQFXbEm0f541N2qoX,2.221848749616356
spotify:track:015QxjqYIZ7eKTJYjDPC5n,3.0
spotify:track:015qd1I4v00JIoK7yOUgKC,3.0
spotify:track:017651h0F4cNRHhf8VbBt4,3.0
spotify:track:017IHbj5Rx1vzwUHmtws3U,3.0
spotify:track:017INNEXXywJ93w0hazZbY,2.6989700043360187
spotify:track:017nSBNU2XHwMV0NCWZCqg,2.6989700043360187
spotify:track:018b2Q9IVXmcfvWH7GzDu3,3.0
spotify:track:019FM2BxcPE2vyGWeOWhvS,3.0
spotify:track:019VD0dGggq0I9oilBPVeq,3.0
spotify:track:01A7PEPSnmtixFPfB2UTal,2.5228787452803374
spotify:track:01ADMjKzsqzXYN7Ddtu1cl,3.0
spotify:track:01CYr3t0hedD915PmI5l4D,3.0
spotify:track:01Ch5LzVStxCFPKkT1xg6k,2.6989700043360187
spotify:track:01CnYyPXMFRzOFVQBU8WMb,3.0
spotify:track:01Cnk4mG7kAmqufoJx5epY,3.0
spotify:track:01CuCSqlNItevX7F1GcopF,3.0
spotify:track:01DdpEmAbZCtrvZHphsCGy,3.0
spotify:track:01DidSmPasiXdPhDVuaULL,3.0
spotify:track:01EwtKLe0DdScZ66YCEQoi,2.6989700043360187
spotify:track:01F8B0dhzGdWvmcSO6vUdi,3.0
spotify:track:01FwouklQ4Kv0xj15t7tQU,3.0
spotify:track:01GIcLBDhKACaEuQuz6ybj,3.0
spotify:track:01ICFoBoco3TaM5r3HthXy,2.5228787452803374
spotify:track:01JPQ87UHeGysPVwTqMJHK,2.5228787452803374
spotify:track:01Jfg7pv6oAgMbLpD36rm6,3.0
spotify:track:01KEGpIwKn2Q35YEblRjA1,3.0
spotify:track:01LvW0zaXBYjEARfpIc6o5,3.0
spotify:track:01MO5Ib9mCG7srUhZl52BA,3.0
spotify:track:01O2sFXHb72XiXRyOFlkI7,3.0
spotify:track:01PLa3LP9WfuAKr3mBRnY4,3.0
spotify:track:01Q4wU19hamqnhNjtuvTyI,2.6989700043360187
spotify:track:01QSj0k2nPaYJLCHiNHSNp,3.0
spotify:track:01R0Xdwje645C6xFCnMRvm,2.3979400086720375
spotify:track:01RVupyBFNuALcAFZjL4FY,3.0
spotify:track:01RcP6fQNIPpQoHncRthSN,3.0
spotify:track:01SfTM5nfCou5gQL70r6gs,2.6989700043360187
spotify:track:01Sqra2YdehXtYrTLTJR39,3.0
spotify:track:01TzbTwZ9Mce9mOeBpH03i,3.0
spotify:track:01U3wUHEeqYtj3vPk08AC9,3.0
spotify:track:01UYpHuzHi4eB9PAbDoPY2,3.0
spotify:track:01VGA34ATxwp0Xo1ldduo2,2.6989700043360187
spotify:track:01XFgRZfZI7oBagNf1Loml,2.5228787452803374
spotify:track:01ZVZ0I5Fa3iME3eHDpfRR,3.0
spotify:track:01ZepwW5W3Z4fwl4bzaHyY,2.221848749616356
spotify:track:01ZpFt0Zd1liPJUDqEJPib,3.0
spotify:track:01Zr4Yhw7m2WKy2TjpFtDj,3.0
spotify:track:01ZxkvaQnUCts9kub7MxjJ,3.0
spotify:track:01a0J96fRD91VnjQQUCqMK,2.3010299956639813
spotify:track:01ab7vJNkZ21sdO72o6cJy,3.0
spotify:track:01ax513M7Gvm0YuOiJwQO6,3.0
spotify:track:01e8dGbulrphX8j3fZDQYk,2.0969100130080562
spotify:track:01gNiOqg8u7vT90uVgOVmz,2.5228787452803374
spotify:track:01hvI4BrrUbBuyIXewP4AD,2.6989700043360187
spotify:track:01i3BDtgXG4mXQ3lXIWfqj,2.6989700043360187
spotify:track:01iPP19QhyNOIsuRWXRZ3w,3.0
spotify:track:01iyCAUm8EvOFqVWYJ3dVX,2.0
spotify:track:01iyINEYgPQ7ThMZuHUsqS,3.0
spotify:track:01j7nOHaO7MLaZAAig7oXi,3.0
spotify:track:01ksPzu3Bw8Lsf9o6xIk8C,3.0
spotify:track:01l1fYfFqqVOWQRHirefqx,3.0
spotify:track:01mOYL4NbFgqBK8sssmVBb,2.6989700043360187
spotify:track:01nkjRsgpYwtbH94l7y4cg,3.0
spotify:track:01okv561R35CfjCFVrN6EY,3.0
spotify:track:01qIefOW1UdSDS1mHoSZ3x,2.6989700043360187
spotify:track:01qiuRcLpJcFJBXUoSkn5p,3.0
spotify:track:01qvScaT5l7fp2V11E1TCg,3.0
spotify:track:01rYWOpu72uFQORnWN84C3,2.5228787452803374
spotify:track:01rncBE14dXe3cOLq4okJa,3.0
spotify:track:01u6AEzGbGbQyYVdxajxqk,3.0
spotify:track:01uqI4H13Gsd8Lyl1EYd8H,2.3979400086720375
spotify:track:01v7kv0RTVaX4Vs8GcOGOP,3.0
spotify:track:01vHGJRvJ6EZW9KO8NtZpi,3.0
spotify:track:01wKeKPgYxdPYA8rfMveYc,3.0
spotify:track:01wpPOPqQ3XyS6hBN00HfK,2.6989700043360187
spotify:track:01wyDuqAXMTRg8ObtWdQle,3.0
spotify:track:01xAq8HMYTNqmsbH0ZvPMl,3.0
spotify:track:01xbxXkgVsxIJLib34bbKc,3.0
spotify:track:01xhMrdCefADl7HSttJaf7,2.6989700043360187
spotify:track:01ycChBaynB27CSzlbbbvJ,3.0
spotify:track:01zPnSlKCw9WLbY0kvNep0,2.6989700043360187
spotify:track:01ze6Pi7LSMEUnC6qCrelx,3.0
spotify:track:020ffiIfWvx5EH9VJ8Dkg2,2.5228787452803374
spotify:track:020gYw7juUaNs2tLYMlfms,2.5228787452803374
spotify:track:021daVWlzD3fy7p8qv4iHy,3.0
spotify:track:022wkcvRBeCFJuZjWzLuQw,3.0
spotify:track:0233dmODqfxbCpHQmspl5e,3.0
spotify:track:023If84Y6b2ztsnwNdv3DX,3.0
spotify:track:026R8e89M0goYtCWLQNyI1,3.0
spotify:track:0272R2KNbzGpLnXGAWTfZo,3.0
spotify:track:027h5P3kCyktHv9dpHUBBS,2.3010299956639813
spotify:track:028njLMKzGg4gAVSgMeOhm,3.0
spotify:track:029QP3fFtLaW9B9RKr8DAg,3.0
spotify:track:02A2Mi0vR68au8FHSX3xmc,2.6989700043360187
spotify:track:02BsTeJE4q5gWOTt58ur5U,2.6989700043360187
spotify:track:02D4LNGBO2TFmhnj3CUXP0,3.0
spotify:track:02E9P8SB6SCuZCgxlQbpUr,3.0
spotify:track:02GwPAncasVL82yC7y2hmN,2.6989700043360187
spotify:track:02H8JYd2hItFqfppgu5efp,3.0
spotify:track:02HUcZIF7Z2RqSvAxdRPqi,3.0
spotify:track:02HZgK5YSCALhTkEw2x1va,3.0
spotify:track:02JHs4dLIRc3n2mxrJZDtA,3.0
spotify:track:02JIdsrod3BYucThfUFDUX,3.0
spotify:track:02JUkXYxOQyCc5l2yu9jff,3.0
spotify:track:02KLiEs31kxh1krQJezlTL,3.0
spotify:track:02KgB1Qyk4PrFweUMGl9NO,3.0
spotify:track:02KlgoI9Dfc1eI3gioQn9w,3.0
spotify:track:02LAK7qT1wya0klSeNO96f,3.0
spotify:track:02LJPmr3HZSTgFXqcmQXiX,3.0
spotify:track:02M6vucOvmRfMxTXDUwRXu,1.9586073148417749
spotify:track:02N13RwoJiA7rRjsulc7Ne,3.0
spotify:track:02NXgxm9ElUZcQ3FIOat42,3.0
spotify:track:02QF2M2nbT0KVqDF7jDci0,3.0
spotify:track:02UCSfDqzFyVXqnNfuD8RV,3.0
spotify:track:02UYYPOGSBXxGEMce927XV,3.0
spotify:track:02UjN28wB5uyeqUhZTiuZ2,3.0
spotify:track:02VNUtDx8PWh8od8Md3JuW,3.0
spotify:track:02WDuAXXKumemrvsmrVBvH,3.0
spotify:track:02WacdrRpm4zlP8H7X6bnQ,2.0969100130080562
spotify:track:02XnQdf7sipaKBBHixz3Zp,2.3979400086720375
spotify:track:02Z8bW8xZBtca7T57Ke5Kb,3.0
spotify:track:02ZorlDGq0uTnMobHNh4EL,2.6989700043360187
spotify:track:02ZqJzsxhhhSdmmOZsPvwp,3.0
spotify:track:02b5L9jExmkRTdUTqXFzmR,3.0
spotify:track:02bTcn9e9YvGFa5P2Ok9Tl,3.0
spotify:track:02eD9ymfJOJOhM97HYp5R9,2.6989700043360187
spotify:track:02f5iKhfXVvCWK641es1sT,3.0
spotify:track:02fkxtgljvFTLdZV2FKGMw,3.0
spotify:track:02gV5Zc9ctbZxD1uTNIok5,3.0
spotify:track:02hZI7ecPijbO156E9d4iE,3.0
spotify:track:02i6hzIfROEap7evKcOwld,3.0
spotify:track:02lATwxI54Cxz8QOsoduo5,3.0
spotify:track:02lTDOxHeXTHsdwXoz6lpC,3.0
spotify:track:02luOsVJEhcVH5Zf3n7Gq6,3.0
spotify:track:02mqSVqFLY0dWJFSsykksZ,3.0
spotify:track:02nH7HXbs3i9kdWef9or8E,2.6989700043360187
spotify:track:02opp1cycqiFNDpLd2o1J3,3.0
spotify:track:02plQxd7V4QZ9B2YD9hGvV,3.0
spotify:track:02ppjS0M2Q0AVN2wWsF09Q,2.6989700043360187
spotify:track:02sENi9ULQ36x9mKo5B7XW,2.6989700043360187
spotify:track:02uMPuritbF02mYtO5i4zs,3.0
spotify:track:02wfEb4PyvM4XvsqDNtqVm,3.0
spotify:track:02x6Vyp3pOSErIBkABhIuj,3.0
spotify:track:0301nLjG0ti26rx5ZmfqtP,3.0
spotify:track:031LY6PJPIX2UFxlJ0y8L1,3.0
spotify:track:031YJeexJfvJinXecGBi00,3.0
spotify:track:0333lNCiOW04nj9x5Mi99D,3.0
spotify:track:0336UwEBwBBao8uWCuugYr,3.0
spotify:track:033XHRodS00XmHxTuVlHNt,3.0
spotify:track:0363w3IUcO4cJMsAFLpfLY,3.0
spotify:track:036GQb6SETOJJG8BxJTNxc,2.5228787452803374
spotify:track:037muPra0PX1tqqBd1yk3P,3.0
spotify:track:0380J5YBxBw1xtGdtC3wdE,3.0
spotify:track:038jgLNIvp7QQNf5vILf5d,3.0
spotify:track:03Bw46XAhNczTEJvT7jtzK,3.0
spotify:track:03By6gD02qhtvIQiK8KidK,3.0
spotify:track:03CLsFk6JSz301bKuukPSD,2.3979400086720375
spotify:track:03F9hwZMmzYxUyOSqwC2Bk,3.0
spotify:track:03FokN9GRN3Q3lhOEqsbd3,3.0
spotify:track:03HpzzH36FRs8zYONAwFJb,2.6989700043360187
spotify:track:03ImchswSXPA2KzLrc9hAL,3.0
spotify:track:03IsQTh85NKrbTrc3MZU48,3.0
spotify:track:03L2AoiRbWhvt7BDMx1jUB,3.0
spotify:track:03LpkqucyYKcYclDs8HuxO,2.0457574905606752
spotify:track:03MWa1FMygR3RrQoQytsjS,3.0
spotify:track:03MyolwmRlLj34wkigRmPs,3.0
spotify:track:03NZYpvpcyh4cGLZpggAJe,3.0
spotify:track:03P6xt6WJs30Y43KaFwmg7,3.0
spotify:track:03PHaOZhpxAjqtKAF1gVNc,3.0
spotify:track:03RENvqJKYdvWUhbuZwJY3,3.0
spotify:track:03SnjcESfy3MCEZl8R4P7X,3.0
spotify:track:03TcpHCeyDFyEEC5rZWmmh,3.0
spotify:track:03WuFsWpkytZ6c5iidS8Im,3.0
spotify:track:03X3YEhpBI3Yl651OdqOCr,3.0
spotify:track:03XjpGGdsIPouALXem2Cku,2.6989700043360187
spotify:track:03YZnK3XQWKpvo9TyNZzXf,3.0
spotify:track:03Z9Xiu6te6MbMRlICuDGL,3.0
spotify:track:03aHYlzPaJnypjFPkEJVJy,3.0
spotify:track:03bb6AxzMre5LjZzTiLb1r,2.6989700043360187
spotify:track:03dTMO4H8B2OSv5FmXtpON,2.6989700043360187
spotify:track:03eVpHrGANUcDXDGRXFgGr,3.0
spotify:track:03f7xZmt2wHCIDJBFPK8G4,2.5228787452803374
spotify:track:03fQPSfmQYEsPpMtPMzQKi,3.0
spotify:track:03fT3OHB9KyMtGMt2zwqCT,1.6777807052660807
spotify:track:03gKdAQAswBo7v4p8F1An4,3.0
spotify:track:03gNt9LmzZOZcnjKFKrFMl,2.3010299956639813
spotify:track:03hqMhmCZiNKMSPmVabPLP,3.0
spotify:track:03im5RVAscd1YqLtiQxTZa,3.0
spotify:track:03j5je630wlJeQbJTV2lIo,3.0
spotify:track:03jtfzqjxrskcK8Amc2Ukt,3.0
spotify:track:03kcRa6s7qqT5UkNM83ywL,3.0
spotify:track:03kfreOuBG8GPIyY0DNY1K,3.0
spotify:track:03kwrTKNVdJdBqF1W4BW8G,3.0
spotify:track:03m03OVQGPuzt8Rw2r0a7t,3.0
spotify:track:03oGmqxsAcOnWRrPcxNyQV,3.0
spotify:track:03qDVofuUUQSsSQCLWX0eF,2.3010299956639813
spotify:track:03s2ou9qdMcOnrmX4vaLUn,3.0
spotify:track:03sno6MIkoVX5eC4pRKMzr,3.0
spotify:track:03tqyYWC9Um2ZqU0ZN849H,1.6989700043360187
spotify:track:03uOJUuuTgaFFI1Efal1no,3.0
spotify:track:03v70ZBxmcPX3RWAZMzqaW,3.0
spotify:track:03w1u0L5fS0F7izSUkdqS2,3.0
spotify:track:03wGihTta45OXz1z9sqPSa,3.0
spotify:track:03wwuZo54BTjWuU1Z5RAra,3.0
spotify:track:03wx2QlG2Osjid8uyCsFc9,3.0
spotify:track:03wxNDkRZO34BV3Z27566C,3.0
spotify:track:03xWMkKEbeO4SnylA53ipj,2.3979400086720375
spotify:track:03yPqXVJIYC5qKoYTUbAp7,3.0
spotify:track:03ybzRUwX9zWK69fSAAROH,3.0
spotify:track:03zQwg9GmELizUbWol6DMz,3.0
spotify:track:040PVy5Qjz6z4IAvsLbXbn,3.0
spotify:track:042x9bsUBWW2fJgJ6fUh61,3.0
spotify:track:043bfUkTydw0xJ5JjOT91w,3.0
spotify:track:0447V6bjlw5ERYGu3BEBnB,3.0
spotify:track:044qU7kwVZaDwzWnRsmVVL,3.0
spotify:track:045sp2JToyTaaKyXkGejPy,3.0
spotify:track:046irIGshCqu24AjmEWZtr,3.0
spotify:track:046ppahJXi7LdoDskZhsUf,3.0
spotify:track:046r9OIF1bHuTeZoyk3b6r,2.5228787452803374
spotify:track:047fCsbO4NdmwCBn8pcUXl,1.9208187539523751
spotify:track:049By5uXH3U3K65VvHH7Hk,3.0
spotify:track:049wfFS3kAsdmGOH8ktYJ3,3.0
spotify:track:04AYgtKFrpldRXe5y0LNGQ,2.3979400086720375
spotify:track:04C1lp0KB1eO8EyHIcOs4d,3.0
spotify:track:04CttTezSnv71USiiG9mIo,2.3979400086720375
spotify:track:04DwTuZ2VBdJCCC5TROn7L,1.6197887582883939
spotify:track:04DysC7XwYiKJqYwGM8mkU,3.0
spotify:track:04EDShdWyBr2aJPqjFjKAQ,3.0
spotify:track:04EXj02fD1HNyxnINHrolZ,3.0
spotify:track:04EqqBVDCU2LOtxOMZ223T,3.0
spotify:track:04F1slSLfciNXAPZgdXtmW,2.6989700043360187
spotify:track:04F6rARD2mv4JiT8WglIDz,3.0
spotify:track:04FXF9tLQvYzc9ZWnTpaA3,2.6989700043360187
spotify:track:04Hi1j80cnQoTKbOsfIMiP,3.0
spotify:track:04INpAsA1FHfFMI7Rg9Ksy,3.0
spotify:track:04IPAZ0wekDgD6coeRH2G2,3.0
spotify:track:04KJ4NGb2T22y26sTO41Q0,3.0
spotify:track:04KTF78FFg8sOHC1BADqbY,2.154901959985743
spotify:track:04M3DsiMNyn8s5XQJrW5sL,2.6989700043360187
spotify:track:04MNKrAnzrHDUzuXAtNoLr,3.0
spotify:track:04MjaNej8XUHI8jbz2THez,3.0
spotify:track:04Mr5jeXzPFnEQUPtPzRVP,3.0
spotify:track:04NArlIg0hSFZgqEezFw7q,3.0
spotify:track:04O0lfo3C57aJNFDXEy7Ub,3.0
spotify:track:04PEuhC0ZjBWNsiDt9OP75,3.0
spotify:track:04Pks1w7VBJ7fbjDfV18IG,3.0
spotify:track:04PmXqG4Ha3c8FQk89p9kv,3.0
spotify:track:04PydaEH97XN7YohGteKpK,3.0
spotify:track:04R2xlryHXq0mzAXKfRY7v,3.0
spotify:track:04R63LtwXGvm2OO5zyDa3h,3.0
spotify:track:04Rz403IY7QUqgfrTWX6OU,3.0
spotify:track:04SEyXxzkU3KGa7RIjnqFa,3.0
spotify:track:04UTqRsNm7ozil6lXW05dB,3.0
spotify:track:04UtDxmfvlozRyNIvtAqRq,3.0
spotify:track:04WnKX9msbP4Vvm26nxIkA,3.0
spotify:track:04XRimcx9QuSrtUvWpdkmS,3.0
spotify:track:04YFRczeeieYRlsrPJ8hjh,3.0
spotify:track:04YlQhtdtbQQ9RTzO9iDQq,3.0
spotify:track:04ZUQ7G8Aa0B7wvg12ypuw,3.0
spotify:track:04aG5rpeOnTMIKD0RFmqkd,3.0
spotify:track:04cdEVbQPb8BJb7593e5fO,3.0
spotify:track:04exsWMZ4wsNFIgppuL8T8,3.0
spotify:track:04f13iELcsYpY2yeLiAcfq,3.0
spotify:track:04fZdBaYooG156ptEOIXkg,3.0
spotify:track:04hWLKwZKdwl1mZHafiphV,3.0
spotify:track:04ilBEd1FVUhpv9ItR6yTN,3.0
spotify:track:04j2YvoGqnRSTDyzRdZkqq,3.0
spotify:track:04l4Ueq5FzSbTvxBqJ1ehu,3.0
spotify:track:04lTbtPmiRzwsxZRs2sdk9,3.0
spotify:track:04mRvcCTWcBv2331qB1X0k,3.0
spotify:track:04mVWR2uAdl1ONhlWf93rC,3.0
spotify:track:04np64OjIt01Z7KSYWwhcC,3.0
spotify:track:04oyskgHdDjAbJR1kIwUBD,3.0
spotify:track:04pI8Obc4UENz9Sq7JdGmg,3.0
spotify:track:04qCE2Py6hfmoBOGDc7BrW,3.0
spotify:track:04rZkq3ihHmGNfKPgBiTX1,3.0
spotify:track:04tg831tDkOiBcnSwevV58,3.0
spotify:track:04wMmdQQ8OkWXRUGtr3rdb,3.0
spotify:track:04wyfAIEmrjcmIRyyHG9F4,3.0
spotify:track:04x6DpeFQ72efXsD0DmWPQ,3.0
spotify:track:04xO1gevudj8k7y2wTGTjC,3.0
spotify:track:04yO1WqGaIxTk3QJIVyncw,3.0
spotify:track:050iNgNKEUrJboOnH4Jhm6,2.6989700043360187
spotify:track:051LILwSBCXRDbIO5fuyNs,3.0
spotify:track:051WX251PkJuedh3S1eWZS,3.0
spotify:track:051wNaG7TraeNi7SiccDD1,2.6989700043360187
spotify:track:052vSBPxqdmYRDlkSPiavc,2.6989700043360187
spotify:track:053U8OcYPJP455YhLBNO11,3.0
spotify:track:053xKa7PdxQsJNWmBjV0sv,2.0969100130080562
spotify:track:0554RVtWUNXMLzujNMHM1q,3.0
spotify:track:055qy9CPBFPD4PhC23cULi,2.6989700043360187
spotify:track:05704F5Uk32MIb9tX5omWQ,3.0
spotify:track:0588kHJ34DF7ZvTyuo4Dnk,2.6989700043360187
spotify:track:058ylCuWsj0Q85LWviID7u,3.0
spotify:track:059seYDUmCUfv4KsB5Jc6H,3.0
spotify:track:05ApEAT889haImO4kMB6Z1,3.0
spotify:track:05BgC2247XGi8ySwBzOO0o,2.0969100130080562
spotify:track:05CE2mvaIBPMCHuCfzYIzs,2.6989700043360187
spotify:track:05CrK6Q5VGtfPDtyQFJ4Kf,2.6989700043360187
spotify:track:05DejmhRYCktQogzOVX1H9,3.0
spotify:track:05E73gk08h7ECa4RjvcYwB,3.0
spotify:track:05Ez6KwjICkscWQVTsT3f5,3.0
spotify:track:05FVS9qqWq2A82fYCtblkt,3.0
spotify:track:05GcclyhZv49AF9ZMX20dG,3.0
spotify:track:05GpgF6V9uyjfUVeULhWNE,3.0
spotify:track:05GvhIvS56t5EBoG8YtyCK,3.0
spotify:track:05HNjbWZuDRdN0l4BVkRk9,3.0
spotify:track:05I0D4A3dljdsi0yqWP0vu,3.0
spotify:track:05INcg3T8eXcDiCxANH3fR,3.0
spotify:track:05IfmCSW19BSEmsgchjg2u,3.0
spotify:track:05JRk1KS7BaSuvkn8L8Ps0,3.0
spotify:track:05KOgYg8PGeJyyWBPi5ja8,2.6989700043360187
spotify:track:05KeRMxuutPAe5JOVlzZi3,3.0
spotify:track:05MGzkCp90WjBzEbdWkbed,3.0
spotify:track:05NRKMTDuXA5ehLLe0wtL0,3.0
spotify:track:05Q6rBvPRSR1lJCYwmmLn3,3.0
spotify:track:05QgWNB39OohjrMKN8voVB,3.0
spotify:track:05Rdg52eBYVUy5A55rnz39,2.6989700043360187
spotify:track:05RgAMGypEvqhNs5hPCbMS,2.3010299956639813
spotify:track:05Sgj1Hx03ZXc57gsV1kfX,2.3010299956639813
spotify:track:05VHidqx1tV6V7MsCdAIby,2.6989700043360187
spotify:track:05X6aMCQR09E6smUmw9qms,3.0
spotify:track:05XMkSUSF4X0Ru8mG3nPO5,3.0
spotify:track:05Xh7W3htzgO7daFhIO8sH,3.0
spotify:track:05XsaFSfkfX1gp1B8McXen,2.5228787452803374
spotify:track:05Z77MHLPcBA2Wd5eDSJzl,3.0
spotify:track:05ZACkzW8YbRq3eFgIfSNB,1.744727494896694
spotify:track:05ZVTnFGjDTnzQHMxK0Bir,3.0
spotify:track:05bnEv2dpFzmGVLGdjD9UP,2.3979400086720375
spotify:track:05cDhL5VpNLPFCq84h0mxb,3.0
spotify:track:05dL7chWJaVjMJnGO1YCKk,2.3979400086720375
spotify:track:05dSV0HIayKBQ2kF1aEvkb,3.0
spotify:track:05dumYBOrmR0zLuFhxwxTT,3.0
spotify:track:05eS90v7vY7fHoS4RPfmYk,3.0
spotify:track:05eWvAS5Cxy4sHjlIDofyB,2.5228787452803374
spotify:track:05evePUsIT1cmIURp1hgu6,3.0
spotify:track:05f8Hg3RSfiPSCBQOtxl3i,2.5228787452803374
spotify:track:05iMQqncVBIm4AE26EvaTL,3.0
spotify:track:05iNNBOYgTXTorF8sbsqzZ,2.6989700043360187
spotify:track:05iSP45tYZy85p60aVbeO1,3.0
spotify:track:05iXELwY3eDBBzXJvY2VAj,3.0
spotify:track:05jFhbrKpgEOURy9gkWRTa,3.0
spotify:track:05jRZze5a2SbTFCbqAV8VT,3.0
spotify:track:05jSCFSAfFqhrk3UiEvTDX,3.0
spotify:track:05k3Cp3lddjoH3ZEKwn5s3,3.0
spotify:track:05kKeOxlQ6NIk7ueTb3Lhi,3.0
spotify:track:05l0MKoQkFQnGPAoBIORJn,3.0
spotify:track:05l55Q5FpHrMs06JoYcmrR,3.0
spotify:track:05muUAppQeMnnVxH8lVsw9,3.0
spotify:track:05nbZ1xxVNwUTcGwLbp7CN,2.0
spotify:track:05niRYnZWL75PjoZfEtIFm,3.0
spotify:track:05oETzWbd4SI33qK2gbJfR,2.3979400086720375
spotify:track:05oFyvdztPdpwSwpoclD4c,3.0
spotify:track:05pb8dH59dbrFCl7HaBntO,2.6989700043360187
spotify:track:05qCCJQJiOwvPQBb7akf1R,3.0
spotify:track:05rqbswwbEGJhnAmoSIXcR,3.0
spotify:track:05tn6MGYoFRaXPYQpZmPcc,3.0
spotify:track:05vms8fFZ4KG2J6U6cJ59I,2.6989700043360187
spotify:track:05wBSDRmkFZzOka7d08YVa,3.0
spotify:track:05wIrZSwuaVWhcv5FfqeH0,2.154901959985743
spotify:track:05yc6VbhUFzbpHwROusarX,3.0
spotify:track:05zfLFpriCoUWd9STmETUO,3.0
spotify:track:061AiIKPNy5KQZCRCeaEWf,3.0
spotify:track:064NEtcV4JQqGxAtfqvRfI,3.0
spotify:track:064SVQsmWl5EF0zahmzkQk,3.0
spotify:track:065HTj2kiEH6o2c4AS0yDm,3.0
